Timestamp,RR_HR,BCG_HR
2023-11-04 21:10:55,82.0,81.25
2023-11-04 21:11:05,83.0,82.98
2023-11-04 21:11:15,74.0,69.18
2023-11-04 21:11:25,73.0,64.79
2023-11-04 21:11:35,79.0,75.79
2023-11-04 21:11:45,76.0,79.75
2023-11-04 21:11:55,73.0,67.35
2023-11-04 21:12:05,73.0,82.45
2023-11-04 21:12:15,75.0,85.19
2023-11-04 21:12:25,75.0,74.07
2023-11-04 21:12:35,80.0,79.92
2023-11-04 21:12:45,82.0,73.99
2023-11-04 21:12:55,75.0,81.08
2023-11-04 21:13:05,73.0,68.04
2023-11-04 21:13:25,75.0,74.69
2023-11-04 21:13:35,75.0,82.98
2023-11-04 21:13:45,75.0,79.47
2023-11-04 21:13:55,81.0,70.51
2023-11-04 21:14:05,86.0,78.6
2023-11-04 21:14:15,76.0,68.89
2023-11-04 21:14:25,74.0,78.43
2023-11-04 21:14:35,76.0,73.5
2023-11-04 21:14:45,75.0,86.24
2023-11-04 21:14:55,76.0,83.69
2023-11-04 21:15:05,77.0,76.43
2023-11-04 21:15:15,76.0,74.53
2023-11-04 21:15:25,76.0,81.42
2023-11-04 21:15:35,81.0,80.75
2023-11-04 21:15:45,78.0,76.27
2023-11-04 21:15:55,76.0,80.58
2023-11-04 21:16:05,78.0,84.05
2023-11-04 21:16:15,78.0,83.87
2023-11-04 21:16:25,76.0,62.5
2023-11-04 21:16:35,76.0,81.76
2023-11-04 21:16:45,77.0,69.33
2023-11-04 21:16:55,76.0,87.84
2023-11-04 21:17:05,76.0,89.94
2023-11-04 21:17:15,76.0,81.93
2023-11-04 21:17:25,76.0,86.28
2023-11-04 21:17:35,77.0,83.51
2023-11-04 21:17:45,75.0,71.9
2023-11-04 21:17:55,77.0,80.91
2023-11-04 21:18:05,78.0,77.75
2023-11-04 21:18:15,80.0,97.96
2023-11-04 21:18:35,77.0,88.24
2023-11-04 21:18:45,74.0,85.34
2023-11-04 21:18:55,72.0,77.09
2023-11-04 21:19:05,71.0,84.05
2023-11-04 21:19:15,73.0,77.59
2023-11-04 21:19:25,75.0,86.96
2023-11-04 21:19:35,75.0,80.91
2023-11-04 21:19:45,75.0,83.16
2023-11-04 21:19:55,78.0,74.84
2023-11-04 21:20:05,77.0,91.3
2023-11-04 21:20:15,72.0,81.93
2023-11-04 21:20:25,72.0,77.59
2023-11-04 21:20:35,82.0,84.6
2023-11-04 21:20:45,78.0,82.11
2023-11-04 21:21:15,83.0,86.6
2023-11-04 21:21:25,83.0,82.8
2023-11-04 21:21:35,81.0,72.73
2023-11-04 21:21:45,79.0,86.96
2023-11-04 21:21:55,77.0,86.07
2023-11-04 21:22:05,76.0,68.32
2023-11-04 21:22:15,77.0,81.42
2023-11-04 21:22:25,75.0,75.31
2023-11-04 21:22:35,79.0,81.42
2023-11-04 21:22:45,77.0,75.0
2023-11-04 21:22:55,79.0,89.36
2023-11-04 21:23:05,76.0,76.43
2023-11-04 21:23:15,75.0,87.68
2023-11-04 21:23:35,77.0,70.06
2023-11-04 21:23:45,76.0,77.25
2023-11-04 21:23:55,80.0,77.59
2023-11-04 21:24:05,74.0,78.77
2023-11-04 21:24:15,79.0,82.63
2023-11-04 21:24:25,77.0,89.94
2023-11-04 21:24:35,74.0,73.47
2023-11-04 21:24:45,74.0,82.63
2023-11-04 21:24:55,73.0,88.05
2023-11-04 21:25:05,76.0,87.87
2023-11-04 21:25:15,75.0,77.75
2023-11-04 21:25:25,73.0,86.24
2023-11-04 21:25:45,75.0,89.94
2023-11-04 21:26:05,77.0,76.11
2023-11-04 21:26:15,77.0,78.26
2023-11-04 21:26:25,76.0,76.92
2023-11-04 21:26:35,75.0,85.15
2023-11-04 21:26:45,76.0,80.54
2023-11-04 21:26:55,82.0,76.6
2023-11-04 21:27:05,78.0,76.27
2023-11-04 21:27:15,76.0,88.64
2023-11-04 21:27:25,71.0,77.75
2023-11-04 21:27:35,70.0,76.11
2023-11-04 21:27:45,67.0,75.79
2023-11-04 21:27:55,72.0,84.68
2023-11-04 21:28:05,74.0,80.54
2023-11-04 21:28:15,74.0,85.15
2023-11-04 21:28:35,74.0,85.37
2023-11-04 21:28:45,75.0,84.78
2023-11-04 21:28:55,75.0,78.09
2023-11-04 21:29:05,76.0,79.47
2023-11-04 21:29:15,78.0,76.11
2023-11-04 21:29:25,74.0,82.11
2023-11-04 21:29:35,72.0,82.8
2023-11-04 21:29:45,74.0,67.11
2023-11-04 21:29:55,75.0,79.43
2023-11-04 21:30:05,78.0,74.16
2023-11-04 21:30:15,83.0,83.87
2023-11-04 21:30:25,80.0,75.95
2023-11-04 21:30:35,85.0,83.16
2023-11-04 21:30:45,88.0,80.41
2023-11-04 21:31:05,74.0,80.58
2023-11-04 21:31:15,70.0,81.42
2023-11-04 21:31:25,69.0,87.68
2023-11-04 21:31:35,66.0,72.53
2023-11-04 21:31:45,80.0,74.07
2023-11-04 21:31:55,91.0,77.09
2023-11-04 21:32:05,77.0,78.43
2023-11-04 21:32:15,73.0,87.14
2023-11-04 21:32:25,77.0,69.18
2023-11-04 21:32:35,73.0,73.62
2023-11-04 21:32:45,71.0,81.26
2023-11-04 21:32:55,67.0,75.63
2023-11-04 21:33:05,74.0,82.28
2023-11-04 21:33:15,74.0,86.07
2023-11-04 21:33:35,73.0,76.11
2023-11-04 21:33:45,70.0,73.92
2023-11-04 21:33:55,71.0,78.77
2023-11-04 21:34:05,71.0,78.77
2023-11-04 21:34:15,80.0,75.79
2023-11-04 21:34:25,77.0,82.8
2023-11-04 21:34:35,72.0,85.71
2023-11-04 21:34:45,72.0,77.75
2023-11-04 21:34:55,73.0,71.43
2023-11-04 21:35:05,71.0,84.05
2023-11-04 21:35:15,73.0,75.31
2023-11-04 21:35:25,67.0,70.51
2023-11-04 21:35:35,68.0,82.11
2023-11-04 21:35:45,69.0,88.61
2023-11-04 21:36:05,62.0,74.38
2023-11-04 21:36:15,64.0,74.38
2023-11-04 21:36:25,71.0,79.47
2023-11-04 21:36:35,73.0,86.67
2023-11-04 21:36:45,74.0,82.63
2023-11-04 21:36:55,70.0,78.95
2023-11-04 21:37:05,67.0,81.25
2023-11-04 21:37:15,66.0,77.75
2023-11-04 21:37:25,63.0,82.98
2023-11-04 21:37:35,66.0,76.27
2023-11-04 21:37:45,66.0,88.98
2023-11-04 21:37:55,67.0,64.38
2023-11-04 21:38:05,65.0,67.42
2023-11-04 21:38:15,68.0,82.45
2023-11-04 21:38:35,71.0,78.26
2023-11-04 21:38:45,70.0,74.69
2023-11-04 21:38:55,71.0,72.37
2023-11-04 21:39:05,70.0,83.87
2023-11-04 21:39:15,71.0,75.47
2023-11-04 21:39:25,69.0,79.65
2023-11-04 21:39:35,70.0,77.25
2023-11-04 21:39:45,71.0,73.17
2023-11-04 21:39:55,72.0,79.65
2023-11-04 21:40:05,70.0,82.8
2023-11-04 21:40:15,69.0,78.09
2023-11-04 21:40:25,71.0,78.26
2023-11-04 21:40:35,71.0,79.43
2023-11-04 21:40:45,72.0,92.59
2023-11-04 21:40:55,72.0,76.92
2023-11-04 21:41:15,73.0,88.64
2023-11-04 21:41:25,73.0,87.87
2023-11-04 21:41:35,71.0,84.97
2023-11-04 21:41:45,67.0,83.51
2023-11-04 21:41:55,68.0,80.41
2023-11-04 21:42:05,67.0,82.8
2023-11-04 21:42:15,68.0,80.08
2023-11-04 21:42:25,68.0,81.76
2023-11-04 21:42:35,67.0,76.92
2023-11-04 21:42:45,69.0,86.07
2023-11-04 21:42:55,70.0,75.0
2023-11-04 21:43:05,71.0,75.0
2023-11-04 21:43:15,72.0,86.96
2023-11-04 21:43:25,78.0,83.51
2023-11-04 21:43:45,69.0,67.76
2023-11-04 21:43:55,69.0,88.79
2023-11-04 21:44:05,68.0,79.82
2023-11-04 21:44:15,68.0,75.16
2023-11-04 21:44:25,65.0,80.08
2023-11-04 21:44:35,65.0,75.95
2023-11-04 21:44:45,61.0,71.43
2023-11-04 21:44:55,64.0,83.33
2023-11-04 21:45:05,66.0,84.23
2023-11-04 21:45:15,73.0,72.21
2023-11-04 21:45:25,81.0,87.44
2023-11-04 21:45:35,68.0,85.37
2023-11-04 21:45:45,63.0,80.91
2023-11-04 21:45:55,65.0,79.27
2023-11-04 21:46:15,66.0,88.79
2023-11-04 21:46:25,66.0,74.23
2023-11-04 21:46:35,74.0,76.92
2023-11-04 21:46:45,68.0,73.66
2023-11-04 21:46:55,64.0,78.95
2023-11-04 21:47:05,66.0,75.0
2023-11-04 21:47:15,68.0,83.16
2023-11-04 21:47:25,69.0,88.61
2023-11-04 21:47:35,77.0,85.89
2023-11-04 21:47:45,83.0,85.71
2023-11-04 21:47:55,75.0,84.78
2023-11-04 21:48:05,74.0,86.78
2023-11-04 21:48:15,68.0,81.08
2023-11-04 21:48:25,65.0,88.42
2023-11-04 21:48:45,64.0,86.47
2023-11-04 21:48:55,63.0,76.76
2023-11-04 21:49:05,65.0,81.63
2023-11-04 21:49:15,65.0,75.31
2023-11-04 21:49:25,66.0,83.87
2023-11-04 21:49:35,66.0,81.93
2023-11-04 21:49:45,65.0,86.24
2023-11-04 21:49:55,65.0,73.33
2023-11-04 21:50:05,63.0,76.43
2023-11-04 21:50:15,66.0,73.92
2023-11-04 21:50:25,65.0,64.38
2023-11-04 21:50:35,66.0,78.09
2023-11-04 21:50:45,64.0,77.42
2023-11-04 21:50:55,62.0,80.08
2023-11-04 21:51:15,66.0,70.66
2023-11-04 21:51:25,66.0,64.38
2023-11-04 21:51:35,64.0,82.8
2023-11-04 21:51:45,64.0,63.97
2023-11-04 21:51:55,71.0,73.92
2023-11-04 21:52:05,84.0,75.95
2023-11-04 21:52:15,80.0,77.75
2023-11-04 21:52:25,69.0,73.32
2023-11-04 21:52:35,64.0,84.05
2023-11-04 21:52:55,62.0,82.8
2023-11-04 21:53:05,64.0,82.98
2023-11-04 21:53:15,63.0,89.36
2023-11-04 21:53:25,65.0,84.51
2023-11-04 21:53:45,64.0,82.8
2023-11-04 21:53:55,65.0,75.69
2023-11-04 21:54:05,64.0,74.32
2023-11-04 21:54:15,65.0,73.92
2023-11-04 21:54:25,62.0,81.76
2023-11-04 21:54:35,63.0,75.31
2023-11-04 21:54:45,64.0,80.54
2023-11-04 21:54:55,65.0,78.95
2023-11-04 21:55:05,64.0,75.0
2023-11-04 21:55:15,62.0,76.43
2023-11-04 21:55:25,63.0,75.95
2023-11-04 21:55:35,64.0,79.75
2023-11-04 21:55:45,62.0,82.63
2023-11-04 21:55:55,61.0,82.8
2023-11-04 21:56:15,63.0,80.36
2023-11-04 21:56:25,61.0,69.04
2023-11-04 21:56:35,60.0,81.08
2023-11-04 21:56:45,61.0,77.09
2023-11-04 21:56:55,63.0,74.23
2023-11-04 21:57:05,63.0,70.36
2023-11-04 21:57:15,62.0,80.54
2023-11-04 21:57:25,61.0,85.34
2023-11-04 21:57:35,62.0,78.26
2023-11-04 21:57:45,63.0,72.21
2023-11-04 21:57:55,61.0,70.06
2023-11-04 21:58:05,62.0,76.27
2023-11-04 21:58:15,61.0,82.8
2023-11-04 21:58:25,60.0,75.31
2023-11-04 21:58:45,58.0,74.38
2023-11-04 21:58:55,60.0,80.18
2023-11-04 21:59:05,62.0,82.11
2023-11-04 21:59:25,61.0,80.54
2023-11-04 21:59:35,61.0,69.92
2023-11-04 21:59:45,61.0,77.59
2023-11-04 21:59:55,61.0,81.08
2023-11-04 22:00:05,62.0,87.25
2023-11-04 22:00:15,61.0,79.82
2023-11-04 22:00:25,60.0,86.6
2023-11-04 22:00:35,65.0,76.27
2023-11-04 22:00:45,74.0,85.71
2023-11-04 22:00:55,83.0,75.95
2023-11-04 22:01:15,69.0,86.28
2023-11-04 22:01:25,59.0,90.91
2023-11-04 22:01:35,56.0,76.76
2023-11-04 22:01:45,58.0,79.47
2023-11-04 22:01:55,58.0,66.67
2023-11-04 22:02:05,57.0,71.74
2023-11-04 22:02:15,56.0,84.05
2023-11-04 22:02:25,58.0,74.53
2023-11-04 22:02:35,57.0,82.28
2023-11-04 22:02:55,57.0,79.92
2023-11-04 22:03:05,58.0,68.46
2023-11-04 22:03:15,58.0,92.02
2023-11-04 22:03:25,58.0,75.63
2023-11-04 22:03:35,58.0,87.5
2023-11-04 22:03:55,58.0,76.92
2023-11-04 22:04:15,58.0,74.83
2023-11-04 22:04:25,58.0,80.25
2023-11-04 22:04:35,59.0,88.05
2023-11-04 22:04:45,59.0,70.36
2023-11-04 22:04:55,58.0,88.61
2023-11-04 22:05:05,59.0,75.47
2023-11-04 22:05:15,59.0,83.33
2023-11-04 22:05:25,60.0,77.59
2023-11-04 22:05:35,60.0,75.95
